iter	MultiClass
323	0.4974473371
324	0.496751271
325	0.4964387737
326	0.4958638943
327	0.4946306077
328	0.4936970004
329	0.4932008996
330	0.4928023103
331	0.492213017
332	0.4913090668
333	0.4901094412
334	0.489937024
335	0.4892977049
336	0.4888280669
337	0.4879804508
338	0.4877396185
339	0.4865290196
340	0.4860188328
341	0.4852967275
342	0.4845979197
343	0.4839367189
344	0.4832280233
345	0.4829832022
346	0.4826241079
347	0.4819097631
348	0.4811847145
349	0.4804654757
350	0.4800787612
351	0.4788703805
352	0.4786742081
353	0.4782553504
354	0.4775052511
355	0.4769901213
356	0.4764490931
357	0.4747951963
358	0.4743282858
359	0.4735707968
360	0.4730020253
361	0.4727609556
362	0.4722536515
363	0.4718063507
364	0.4712129327
365	0.4700128792
366	0.4696332926
367	0.469511114
368	0.4691812733
369	0.4691520701
370	0.4680648067
371	0.4673705699
372	0.4669450556
373	0.4666459131
374	0.4665366095
375	0.4660818935
376	0.4657106112
377	0.464931162
378	0.4643091346
379	0.4639701725
380	0.4634161824
381	0.4630120601
382	0.4625899034
383	0.462094392
384	0.4613559898
385	0.4607016616
386	0.4602214193
387	0.4599169148
388	0.4592818355
389	0.4588894921
390	0.4586458344
391	0.458051976
392	0.4569413246
393	0.4560273141
394	0.4556372209
395	0.4554229223
396	0.4548924449
397	0.4543837689
398	0.4537120761
399	0.4533148398
400	0.4525656255
401	0.4518279812
402	0.4516703432
403	0.4514092628
404	0.4506855498
405	0.4504713455
406	0.4501093033
407	0.4495878553
408	0.4492920452
409	0.4482215628
410	0.4475576608
411	0.4465174933
412	0.4457234007
413	0.4450556195
414	0.4448679408
415	0.4445794778
416	0.44363812
417	0.4431326788
418	0.4425991874
419	0.4425018773
420	0.4416873581
421	0.4409837883
422	0.4404924864
423	0.4395096283
424	0.4390995729
425	0.438640416
426	0.4380329098
427	0.4377750964
428	0.4370526243
429	0.4366349294
430	0.4363753421
431	0.4359654863
432	0.4352733808
433	0.4346059208
434	0.4342801415
435	0.4338233265
436	0.4329757632
437	0.4327178746
438	0.4319611878
439	0.4315781826
440	0.4312721881
441	0.4309764447
442	0.4308332951
443	0.4299607875
444	0.4293713929
445	0.4289972266
446	0.4282468716
447	0.4277266951
448	0.4269868614
449	0.426283339
450	0.4259476394
451	0.4252700582
452	0.4249030258
453	0.4243059353
454	0.4238257941
455	0.4231027213
456	0.422759147
457	0.4222648311
458	0.4217443105
459	0.4215230722
460	0.4213255085
461	0.421195699
462	0.4207961111
463	0.4203737985
464	0.4200710752
465	0.4197719307
466	0.4192725116
467	0.418918252
468	0.4188344302
469	0.4177128603
470	0.41758645
471	0.4172064903
472	0.4169945755
473	0.4166143172
474	0.4159666283
475	0.4150307395
476	0.4147423913
477	0.4147034663
478	0.4145693508
479	0.4139150709
480	0.4135209206
481	0.4131254188
482	0.4127383642
483	0.4122643473
484	0.411833419
485	0.4115005368
486	0.4112064864
487	0.4104721143
488	0.4101239508
489	0.4096862826
490	0.4094378194
491	0.4088218156
492	0.4082863631
493	0.4077911602
494	0.4076100381
495	0.4072455617
496	0.4071035436
497	0.4063475253
498	0.4060738969
499	0.4058836288
500	0.4055793171
501	0.4052017153
502	0.4047187605
503	0.404295328
504	0.4036331503
505	0.4031773978
506	0.4030002772
507	0.4025681512
508	0.4023142623
509	0.401954641
510	0.4014184793
511	0.4013347402
512	0.4012856676
513	0.4010727394
514	0.4006528169
515	0.4003776696
516	0.4002469581
517	0.4001974799
518	0.3999375551
519	0.39912665
520	0.3988376355
521	0.398748092
522	0.3980689229
523	0.3980234941
524	0.3976287273
525	0.3975376838
526	0.3972624085
527	0.3968632304
528	0.3964896224
529	0.3962926946
530	0.3955913039
531	0.3952820973
532	0.3948901937
533	0.3944690296
534	0.3940978781
535	0.3938331097
536	0.393423932
537	0.3933063229
538	0.3928542696
539	0.3926290063
540	0.3923899855
541	0.3918965686
542	0.3915708741
543	0.3908951121
544	0.3907460214
545	0.3904126343
546	0.3903901626
547	0.3898441303
548	0.3895086572
549	0.3892457312
550	0.3888596251
551	0.3885008031
552	0.3879497928
553	0.3876862052
554	0.3870467371
555	0.3866444208
556	0.3862390429
557	0.3859894633
558	0.3858212023
559	0.3853356077
560	0.3851809979
561	0.3846248975
562	0.3843461001
563	0.3841046382
564	0.3835364038
565	0.383167395
566	0.3830304241
567	0.3825276348
568	0.3819248304
569	0.3815514482
570	0.3810730425
571	0.3810144643
572	0.3808931471
573	0.3805452672
574	0.3802071862
575	0.3800011151
576	0.3797137111
577	0.3793321608
578	0.3791637814
579	0.3789111898
580	0.3783750252
581	0.378175533
582	0.3780040876
583	0.3776087841
584	0.377303028
585	0.3770915645
586	0.3766076741
587	0.3762747956
588	0.3762621249
589	0.3761245893
590	0.375898789
591	0.3755278572
592	0.3748807538
593	0.3745518543
594	0.3744046841
595	0.373858721
596	0.373338051
597	0.3730869186
598	0.3727006493
599	0.3722033952
600	0.3720797741
601	0.3717712161
602	0.3717381259
603	0.371519377
604	0.3710279017
605	0.371002331
606	0.3706959469
607	0.3702981997
608	0.3697954137
609	0.3693819779
610	0.368807657
611	0.3687898896
612	0.3686693585
613	0.3684013808
614	0.3678339116
615	0.3676864435
616	0.3673794231
617	0.3673423986
618	0.3670131285
619	0.3667522987
620	0.3664398949
621	0.3661256373
622	0.3658016806
623	0.3657673063
624	0.3653495819
625	0.3650382899
626	0.3645654936
627	0.3643065922
628	0.364097042
629	0.3640032199
630	0.3637735789
631	0.3635466623
632	0.3635123727
633	0.3633274856
634	0.3631161965
635	0.3629394966
636	0.3627798152
637	0.362380964
638	0.3618812197
639	0.3615448066
640	0.3612354149
641	0.3607753559
642	0.3606339209
643	0.3602583309
644	0.3600546963
645	0.3596887507
646	0.3592799816
647	0.3591079533
648	0.3583981074
649	0.3579896443
650	0.3577310379
651	0.3572142839
652	0.3567235694
653	0.3565458217
654	0.3561172377
655	0.3559704809
656	0.3554861767
657	0.3554774223
658	0.3550269829
659	0.3545925228
660	0.3544887328
661	0.3544215137
662	0.3540453639
663	0.3539581038
664	0.353625008
665	0.3535362201
666	0.3533884337
667	0.3528486171
668	0.3526310339
669	0.3524228459
670	0.3521243226
671	0.3520587525
672	0.3520295034
673	0.3518849836
674	0.3517862014
675	0.3515155021
676	0.3513950445
677	0.3512738992
678	0.3510009177
679	0.3507886218
680	0.3507481697
681	0.3505722292
682	0.3503637993
683	0.3500648694
684	0.3495095147
685	0.3490660528
686	0.3487381643
687	0.3485930388
688	0.3482667283
689	0.3480517969
690	0.3476909545
691	0.347522499
692	0.3472245709
693	0.3469308976
694	0.346586426
695	0.3463148218
696	0.3461579411
697	0.3458586301
698	0.3457097476
699	0.345039114
700	0.344836199
701	0.3447808525
702	0.3446159296
703	0.3442228952
704	0.3437700192
705	0.3435644103
706	0.3433201874
707	0.3429296091
708	0.3429130113
709	0.3425550799
710	0.3424963224
711	0.3417906571
712	0.3416924513
713	0.3414566952
714	0.3411465322
715	0.3409522107
716	0.340464427
717	0.3403328215
718	0.3399838235
719	0.3397956249
720	0.3395793574
721	0.3393310259
722	0.3391513886
723	0.3389596702
724	0.3387392196
725	0.338519447
726	0.3384454286
727	0.3383124898
728	0.3381754109
729	0.3379727916
730	0.3373098774
731	0.3371796489
732	0.3370208435
733	0.3367592384
734	0.3364921909
735	0.3359039681
736	0.3357229306
737	0.33570565
738	0.3354298002
739	0.335119674
740	0.3349604118
741	0.3344300262
742	0.3344025952
743	0.3342070354
744	0.3337669639
745	0.3336343229
746	0.333156839
747	0.332950116
748	0.3326140181
749	0.3321804073
750	0.331829546
751	0.3317636526
752	0.3314663239
753	0.3310533173
754	0.3309752463
755	0.330818743
756	0.3304820665
757	0.330258917
758	0.3300497714
759	0.3298776352
760	0.3298213193
761	0.3296977448
762	0.329523207
763	0.3293720213
764	0.3293136221
765	0.329002091
766	0.3289555766
767	0.3287121267
768	0.3286504025
769	0.328441514
770	0.328121666
771	0.3279289822
772	0.3277095631
773	0.3274601117
774	0.3273523
775	0.3269727788
776	0.3269589985
777	0.3267887057
778	0.3265970112
779	0.3264921718
780	0.326437221
781	0.3259154757
782	0.3257201469
783	0.3254843155
784	0.3253414164
785	0.325104636
786	0.3248160419
787	0.3245826788
788	0.3243219789
789	0.3241914069
790	0.3241610088
791	0.323728539
792	0.323705536
793	0.3235834395
794	0.3231777219
795	0.3229672217
796	0.3223615328
797	0.3219720347
798	0.3218963182
799	0.3217330049
800	0.3214771473
801	0.3210129128
802	0.3209394199
803	0.3206733463
804	0.3205128068
805	0.3202115957
806	0.3201252678
807	0.3199280033
808	0.3197151676
809	0.3193726713
810	0.3191379687
811	0.318838201
812	0.3186466259
813	0.3185232237
814	0.3183821181
815	0.3180944831
816	0.317497061
817	0.3174092063
818	0.3172231523
819	0.3169868906
820	0.3168549553
821	0.3165495921
822	0.3161726518
823	0.3159343507
824	0.3155988892
825	0.315296359
826	0.3150288645
827	0.3147932012
828	0.31460017
829	0.3144346535
830	0.3141682502
831	0.3140761141
832	0.3139014878
833	0.313771409
834	0.313538989
835	0.3132272061
836	0.3128778069
837	0.3128664803
838	0.3127359663
839	0.3126348504
840	0.3121249723
841	0.3119147163
842	0.3117641105
843	0.3117479913
844	0.311645337
845	0.3112758024
846	0.3109568204
847	0.3107983975
848	0.3106191632
849	0.3105132939
850	0.3104364689
851	0.3101764968
852	0.3100635279
853	0.309700273
854	0.3096039303
855	0.3092316827
856	0.3092156066
857	0.3091557192
858	0.3089294597
859	0.3086632238
860	0.3084641385
861	0.3083397307
862	0.3080461396
863	0.3077430189
864	0.3075108658
865	0.3072612734
866	0.3067087731
867	0.3065178757
868	0.3063699449
869	0.3063110534
870	0.3056569641
871	0.3052311426
872	0.3050174404
873	0.3049433238
874	0.3044817001
875	0.30427722
876	0.3042028598
877	0.3040126975
878	0.3038795315
879	0.3037665758
880	0.3035700509
881	0.3034578394
882	0.3034045921
883	0.3032450057
884	0.3031181588
885	0.3030383675
886	0.3026970493
887	0.3026512814
888	0.302452837
889	0.3023267737
890	0.3021488865
891	0.3018887372
892	0.3016717316
893	0.3013440171
894	0.3013050383
895	0.3009700134
896	0.3007588374
897	0.3006163638
898	0.3005838871
899	0.3005049946
900	0.3004288215
901	0.3001924833
902	0.2998652766
903	0.2994901335
904	0.2993878878
905	0.2991563447
906	0.2990676463
907	0.2989519272
908	0.2987610986
909	0.2985170309
910	0.2983454109
911	0.2982083515
912	0.298180097
913	0.2980385129
914	0.2978619192
915	0.2974955563
916	0.2973113544
917	0.297292631
918	0.2972660951
919	0.297130742
920	0.2970244365
921	0.2966883529
922	0.2964505142
923	0.2961927848
924	0.2960866605
925	0.2959718813
926	0.2958092768
927	0.2955986185
928	0.2953882498
929	0.2952571417
930	0.2952443049
931	0.2951198995
932	0.2949540197
933	0.2947559544
934	0.2947007705
935	0.2943616592
936	0.2940826949
937	0.2940616966
938	0.2938271919
939	0.2938165926
940	0.2934590434
941	0.2933216692
942	0.2931535386
943	0.2929685126
944	0.2928245437
945	0.2926039396
946	0.2924138402
947	0.292397313
948	0.292223578
949	0.2921004038
950	0.2919133602
951	0.2914040495
952	0.2910514
953	0.2910237651
954	0.2909102962
955	0.2906653847
956	0.2906598819
957	0.2905007003
958	0.2903664667
959	0.2901498729
960	0.2900756117
961	0.2899234073
962	0.2898362086
963	0.2895089983
964	0.2894116912
965	0.2893356784
966	0.28904875
967	0.2889296225
968	0.2887183454
969	0.2886393454
970	0.2884532806
971	0.2883244405
972	0.2882342347
973	0.287880344
974	0.2878020682
975	0.2877273305
976	0.2875784298
977	0.2874605706
978	0.2873795053
979	0.2872514182
980	0.2871569198
981	0.2868640401
982	0.2868471779
983	0.2867301069
984	0.2863665031
985	0.2859732714
986	0.2857235226
987	0.2855804772
988	0.2855163165
989	0.2853846457
990	0.2851413713
991	0.2850559572
992	0.2849319166
993	0.2847418766
994	0.2845723754
995	0.2845159592
996	0.2844624117
997	0.2843504045
998	0.2841574152
999	0.2839329792
