iter	MultiClass
172	0.6287438979
173	0.6283353167
174	0.6280307059
175	0.6277621505
176	0.6274858702
177	0.6269016336
178	0.6260001127
179	0.6254355955
180	0.6247146402
181	0.6242117227
182	0.6235210272
183	0.6227732448
184	0.6225861124
185	0.6221851313
186	0.6216433548
187	0.621210686
188	0.620819821
189	0.6206301417
190	0.6201641313
191	0.6194014898
192	0.6189002048
193	0.618663053
194	0.6183275546
195	0.6178873165
196	0.6175021745
197	0.616906985
198	0.6158378601
199	0.6155231931
200	0.6151726503
201	0.6146524676
202	0.6143461595
203	0.613925072
204	0.6134849773
205	0.6129052935
206	0.6126710659
207	0.6122824719
208	0.6117672325
209	0.6115298298
210	0.6112534756
211	0.610969034
212	0.6106301505
213	0.6103334259
214	0.6092524465
215	0.6084800971
216	0.6081935493
217	0.6079329293
218	0.6073256932
219	0.6067167392
220	0.6061876345
221	0.6058117964
222	0.6050594335
223	0.6049439189
224	0.6044910177
225	0.6041815746
226	0.6039281336
227	0.6036130291
228	0.6030582643
229	0.60265745
230	0.6020570328
231	0.6016973219
232	0.6015329678
233	0.6010567072
234	0.600796602
235	0.6001672043
236	0.599946817
237	0.5997938336
238	0.5995865323
239	0.5993964441
240	0.5988271368
241	0.598432875
242	0.5981098155
243	0.5980233369
244	0.5978789236
245	0.5974399008
246	0.597064716
247	0.596381176
248	0.5959084422
249	0.5957164701
250	0.5955538494
251	0.5951253873
252	0.5946112892
253	0.5943648466
254	0.5941535425
255	0.5936392101
256	0.5930622268
257	0.5927375742
258	0.5920362478
259	0.5918904785
260	0.5913156281
261	0.5910855322
262	0.5906681692
263	0.5902522924
264	0.590161548
265	0.5899336036
266	0.5896687891
267	0.5894427654
268	0.5889520974
269	0.5885233451
270	0.5883408363
271	0.5877051457
272	0.5874670256
273	0.5870031535
274	0.5862853258
275	0.5858359329
276	0.5853017861
277	0.5850341433
278	0.5843372099
279	0.5840357502
280	0.5839076098
281	0.5836149767
282	0.5831441734
283	0.5827641048
284	0.5822300626
285	0.5814780585
286	0.580838419
287	0.5800821014
288	0.5798047932
289	0.579426477
290	0.578557063
291	0.5781650034
292	0.5779631177
293	0.5775422456
294	0.5768886439
295	0.5765815766
296	0.5762294006
297	0.5759458841
298	0.5757598056
299	0.5753659877
300	0.5746882567
301	0.5745748457
302	0.5741458386
303	0.5740199597
304	0.5738681307
305	0.5736576427
306	0.5731949025
307	0.5728255499
308	0.572443777
309	0.5722283198
310	0.5717623377
311	0.5714762618
312	0.5709971164
313	0.5707527349
314	0.5702307891
315	0.5695930998
316	0.5694493348
317	0.5689294963
318	0.5686189052
319	0.5680126008
320	0.5676973673
321	0.5672700933
322	0.5667154249
323	0.5661222934
324	0.5659007869
325	0.565497245
326	0.5651039269
327	0.5647866385
328	0.5646649505
329	0.5642627298
330	0.5639912027
331	0.5637092187
332	0.563395268
333	0.5629840509
334	0.5627242253
335	0.5623223888
336	0.56218444
337	0.5619032595
338	0.5614516136
339	0.5611487007
340	0.5609269502
341	0.5607298087
342	0.560577097
343	0.5604245594
344	0.5599570941
345	0.5597702274
346	0.5595972123
347	0.5594326579
348	0.5589266496
349	0.5585587518
350	0.5579723511
351	0.5578236542
352	0.5576802792
353	0.5574927339
354	0.5571767023
355	0.5569916907
356	0.5568493422
357	0.5567729774
358	0.5564943297
359	0.5561415862
360	0.5559062564
361	0.5556791568
362	0.5553654779
363	0.5549852046
364	0.5548606557
365	0.5547223262
366	0.5544346709
367	0.5538711705
368	0.5535821679
369	0.5532787157
370	0.552958066
371	0.5527154713
372	0.5526070457
373	0.5522969155
374	0.55196511
375	0.5516021944
376	0.5513200494
377	0.5512325359
378	0.5509086041
379	0.5506708352
380	0.5505073156
381	0.5502802305
382	0.549845314
383	0.5494306962
384	0.5490331742
385	0.5486609503
386	0.5484753157
387	0.548071268
388	0.5478415145
389	0.5474351304
390	0.5472562508
391	0.5468155361
392	0.5466479605
393	0.5462315149
394	0.5457600535
395	0.5454743239
396	0.5451526469
397	0.5449929563
398	0.5446653572
399	0.5444582986
400	0.5438736782
401	0.543736727
402	0.5436000394
403	0.543457237
404	0.543295303
405	0.5428064963
406	0.542691773
407	0.5425841667
408	0.5422031896
409	0.5420588804
410	0.5418390579
411	0.5415101514
412	0.5412386703
413	0.5409929638
414	0.5408722466
415	0.5405757553
416	0.5403062013
417	0.5400560144
418	0.5397777841
419	0.5394359547
420	0.5393389612
421	0.5392110791
422	0.5391268256
423	0.5388067686
424	0.5385073447
425	0.5383300779
426	0.5380665796
427	0.5376173681
428	0.5370204389
429	0.5368764588
430	0.5366593638
431	0.5365135002
432	0.536227971
433	0.5360557506
434	0.53588195
435	0.5356688791
436	0.5354744316
437	0.5352412769
438	0.5348925081
439	0.5345680359
440	0.5342138801
441	0.5340122725
442	0.5338205185
443	0.5337286924
444	0.5335330709
445	0.5332280879
446	0.5329600706
447	0.5327841178
448	0.5324389685
449	0.532323087
450	0.5319784035
451	0.5317089224
452	0.5315677941
453	0.5312075969
454	0.5309081808
455	0.5307686319
456	0.5306382891
457	0.530416463
458	0.5301082551
459	0.5298512678
460	0.5293992663
461	0.5292588477
462	0.5291088013
463	0.5287215526
464	0.5285213704
465	0.5282919001
466	0.528140813
467	0.5278749523
468	0.5276446344
469	0.5273930481
470	0.5271205153
471	0.5269284495
472	0.5267773695
473	0.526642357
474	0.5264366376
475	0.5262083847
476	0.5259839763
477	0.5257580476
478	0.5254704184
479	0.5253854398
480	0.5249711209
481	0.5246727662
482	0.5245584385
483	0.5239988827
484	0.5238526885
485	0.523563277
486	0.523029936
487	0.5227824135
488	0.5223995226
489	0.5222304183
490	0.5219967018
491	0.5217337259
492	0.5213947108
493	0.5212697253
494	0.5211387503
495	0.5206309812
496	0.5201925803
497	0.5197294048
498	0.5195685165
499	0.5192313921
500	0.5191074023
501	0.5190587052
502	0.5189420667
503	0.5187709198
504	0.5186429395
505	0.5184922478
506	0.5180100241
507	0.5177944524
508	0.5176830759
509	0.517482004
510	0.5173151842
511	0.5171826318
512	0.5170683216
513	0.517005535
514	0.5168904364
515	0.5166772831
516	0.516403931
517	0.5161683776
518	0.5159983782
519	0.5156709373
520	0.515245494
521	0.5151456721
522	0.5150255973
523	0.51484662
524	0.5147060401
525	0.5144230039
526	0.5142708576
527	0.5139269272
528	0.5137518614
529	0.5135217973
530	0.5132392079
531	0.5128842564
532	0.5127225321
533	0.5125639346
534	0.5123287502
535	0.512049976
536	0.5118973671
537	0.5116564736
538	0.5113661936
539	0.5111191199
540	0.5108518284
541	0.5106026473
542	0.5105043894
543	0.5103542654
544	0.5101256903
545	0.5100301277
546	0.5098638051
547	0.5096581714
548	0.5095599308
549	0.5093791791
550	0.5091750509
551	0.5090449263
552	0.508715114
553	0.508473776
554	0.5082665428
555	0.5080368283
556	0.5079039274
557	0.5077605717
558	0.5076149269
559	0.5074744891
560	0.5074157031
561	0.5073317324
562	0.5071297412
563	0.5069041829
564	0.5066219665
565	0.5063739142
566	0.5062549153
567	0.5060853201
568	0.5057054527
569	0.5053262242
570	0.5050549009
571	0.5049510798
572	0.5048021063
573	0.5045615511
574	0.5043000279
575	0.5040214568
576	0.503793996
577	0.5036631257
578	0.5035191155
579	0.5033307598
580	0.5032309287
581	0.503150256
582	0.5029668628
583	0.5025487775
584	0.5023395518
585	0.5021592789
586	0.5019667307
587	0.501872718
588	0.501599509
589	0.5012483545
590	0.5009672164
591	0.5006036855
592	0.5004926018
593	0.5003472949
594	0.5000657033
595	0.4999982724
596	0.4997804368
597	0.499463093
598	0.4993232545
599	0.498792797
600	0.4986891187
601	0.4985823764
602	0.4984393752
603	0.4983544768
604	0.4980953477
605	0.4980054485
606	0.4979512494
607	0.4977545398
608	0.49766421
609	0.4974129011
610	0.4973023707
611	0.4970857125
612	0.4968138124
613	0.4965759273
614	0.496493486
615	0.4963334424
616	0.4961855876
617	0.4960870728
618	0.4958163381
619	0.4957046537
620	0.495493932
621	0.4953564807
622	0.4951087923
623	0.4950130305
624	0.4948785411
625	0.4947129542
626	0.4945498831
627	0.4944280987
628	0.4940488926
629	0.4938866805
630	0.4938087945
631	0.4936199269
632	0.493480195
633	0.493359479
634	0.4931814057
635	0.4929172678
636	0.4927428949
637	0.4925095377
638	0.4922258486
639	0.491978957
640	0.4917913477
641	0.4915009922
642	0.4914089749
643	0.4911710163
644	0.4910618649
645	0.4908520049
646	0.4906910391
647	0.490533236
648	0.4904021786
649	0.4903144578
650	0.4901737922
651	0.4900398511
652	0.4898927672
653	0.4897192529
654	0.4892992565
655	0.4891053927
656	0.4889091942
657	0.4888508155
658	0.4887362
659	0.4885513075
660	0.4883148545
661	0.4882466749
662	0.4880903468
663	0.4878486036
664	0.4877606291
665	0.487679071
666	0.48750821
667	0.4873096567
668	0.4871717586
669	0.4869872894
670	0.4868606017
671	0.4868063615
672	0.4865489059
673	0.4863672642
674	0.48609658
675	0.4860096389
676	0.4858480411
677	0.4854803773
678	0.4853303872
679	0.4851113236
680	0.4849948746
681	0.4847817412
682	0.4845027377
683	0.4842249338
684	0.4840362092
685	0.4839632884
686	0.4835921281
687	0.4835392424
688	0.4832698003
689	0.482953055
690	0.4828403493
691	0.482707015
692	0.482591534
693	0.4823813105
694	0.4822319901
695	0.4821210668
696	0.4820125749
697	0.4819197099
698	0.4817472393
699	0.4815441585
700	0.4813780248
701	0.4810508571
702	0.4808149591
703	0.4807257325
704	0.4805877038
705	0.4804522588
706	0.480225868
707	0.4799659608
708	0.4797006723
709	0.4795782603
710	0.4794945571
711	0.4793430294
712	0.4791702789
713	0.4790183301
714	0.4788161174
715	0.478711126
716	0.4784002624
717	0.4783187843
718	0.4782255793
719	0.4780839035
720	0.4779537439
721	0.4776949523
722	0.4775529578
723	0.4774799553
724	0.4772186166
725	0.477024531
726	0.4768542199
727	0.4765851456
728	0.4763255172
729	0.4761981384
730	0.475983645
731	0.4756141739
732	0.47544242
733	0.4751131714
734	0.4749147497
735	0.474785675
736	0.4747219825
737	0.4745478669
738	0.4743745183
739	0.4742200527
740	0.4740342069
741	0.4737642079
742	0.4736938945
743	0.4734726403
744	0.4733060011
745	0.4731029273
746	0.4728616607
747	0.4727269907
748	0.4725801113
749	0.4724706709
750	0.4723383235
751	0.4720393015
752	0.4718161027
753	0.4715742862
754	0.4714721557
755	0.4713423513
756	0.4712707301
757	0.4712426188
758	0.4710808501
759	0.4709673565
760	0.4708017289
761	0.4706584044
762	0.4704645363
763	0.4703106527
764	0.4702220642
765	0.470104
766	0.4699641995
767	0.4698453315
768	0.4697410766
769	0.4696633501
770	0.4694035681
771	0.4693645664
772	0.4691921091
773	0.4691551741
774	0.4688670063
775	0.4685584405
776	0.4683601447
777	0.4682413573
778	0.4681585217
779	0.4680537751
780	0.4677806234
781	0.4676234278
782	0.4675356073
783	0.4675057469
784	0.4673031287
785	0.4671477605
786	0.4670098705
787	0.466864974
788	0.4667535202
789	0.4665161019
790	0.4663299638
791	0.4661730135
792	0.466113284
793	0.4658066722
794	0.4654611581
795	0.4652430109
796	0.4651813205
797	0.4651246515
798	0.4649495439
799	0.4647848436
800	0.4644583878
801	0.4642741421
802	0.464202113
803	0.4640910874
804	0.4640226046
805	0.4638227685
806	0.4637457443
807	0.4635991493
808	0.4635118183
809	0.4634433013
810	0.4632859163
811	0.4631141631
812	0.4630366526
813	0.4629348853
814	0.4628450286
815	0.4627345315
816	0.4626554417
817	0.4624826793
818	0.4622910675
819	0.4622186121
820	0.4621571727
821	0.4620147576
822	0.4619089368
823	0.4617366417
824	0.4616869719
825	0.4615592491
826	0.4613671974
827	0.4611583676
828	0.4611000871
829	0.4610042297
830	0.4607982858
831	0.4607469134
832	0.4606797759
833	0.4604690859
834	0.4601500631
835	0.4600791418
836	0.4599778493
837	0.4597820502
838	0.4596412371
839	0.4595373184
840	0.4595066253
841	0.4594173054
842	0.4592902095
843	0.4592082535
844	0.4590749519
845	0.4589241219
846	0.4588699581
847	0.4587087458
848	0.4585180259
849	0.4584392615
850	0.4583170264
851	0.4582591332
852	0.4580893147
853	0.4579348339
854	0.4577758986
855	0.4577088269
856	0.4575770387
857	0.4574349002
858	0.4572913661
859	0.4571312996
860	0.4570025241
861	0.4568248438
862	0.4567692215
863	0.4565742966
864	0.4565053981
865	0.4564209332
866	0.4562026893
867	0.4559187372
868	0.4557623441
869	0.4556330693
870	0.4555353438
871	0.455479791
872	0.4553794867
873	0.4550468886
874	0.4549000966
875	0.454774113
876	0.4546774641
877	0.4545991405
878	0.4544271071
879	0.4542431999
880	0.4541571866
881	0.453924651
882	0.4538576971
883	0.4537338323
884	0.4536572712
885	0.4535617037
886	0.4534759398
887	0.453262317
888	0.4531286908
889	0.4529302285
890	0.4527386261
891	0.4525611944
892	0.4524337743
893	0.4523360339
894	0.4521549928
895	0.4520951916
896	0.4519553957
897	0.4518209376
898	0.4516364457
899	0.4514615987
900	0.451397801
901	0.4512596878
902	0.4511456713
903	0.4510645816
904	0.4508858885
905	0.4507970288
906	0.4506258703
907	0.4503327225
908	0.4500917658
909	0.4499755357
910	0.4498113186
911	0.4497332714
912	0.4495507119
913	0.4493726837
914	0.4492136696
915	0.4491234144
916	0.448987937
917	0.4488388246
918	0.4487863173
919	0.4486853471
920	0.4485213447
921	0.4483999927
922	0.4482453138
923	0.4481820123
924	0.448062293
925	0.4479319817
926	0.4478132252
927	0.4477359035
928	0.4476240564
929	0.4474446335
930	0.447383429
931	0.4471562825
932	0.4470758681
933	0.4469177673
934	0.4467987206
935	0.4466861266
936	0.4465058371
937	0.4464023003
938	0.4463242815
939	0.4462206634
940	0.4460943874
941	0.4459382948
942	0.4457736906
943	0.4457175229
944	0.4456454646
945	0.4455868576
946	0.4455635174
947	0.4454376181
948	0.4453237345
949	0.4451660527
950	0.4449796209
951	0.4447831123
952	0.4447015809
953	0.4446483588
954	0.4445943466
955	0.444395471
956	0.4443018164
957	0.4441472671
958	0.4440423681
959	0.4439264895
960	0.4437359824
961	0.4435480852
962	0.4434592934
963	0.443383492
964	0.4433278399
965	0.4432508925
966	0.443137893
967	0.4429822975
968	0.4428896525
969	0.4428108188
970	0.4427133136
971	0.4426242623
972	0.4425946053
973	0.4424076785
974	0.4422631237
975	0.4422155026
976	0.4421085435
977	0.4419287167
978	0.4418412311
979	0.4416261526
980	0.4414942266
981	0.4414266248
982	0.4412988046
983	0.441131255
984	0.4410666256
985	0.4409731979
986	0.4408248406
987	0.4406809049
988	0.4406050555
989	0.4405377129
990	0.4404218779
991	0.4403157084
992	0.4401391291
993	0.4400389797
994	0.4399823859
995	0.4398918209
996	0.4397396647
997	0.439601309
998	0.4394354677
999	0.4393787232
