iter	Passed	Remaining
420	2364	3251
421	2369	3245
422	2375	3239
423	2380	3233
424	2385	3227
425	2391	3221
426	2396	3215
427	2401	3209
428	2407	3204
429	2412	3198
430	2418	3192
431	2423	3186
432	2428	3180
433	2434	3174
434	2439	3168
435	2444	3162
436	2450	3156
437	2455	3151
438	2461	3145
439	2467	3139
440	2472	3133
441	2478	3128
442	2483	3122
443	2488	3116
444	2493	3110
445	2499	3104
446	2504	3098
447	2510	3092
448	2515	3086
449	2520	3080
450	2526	3075
451	2531	3069
452	2536	3063
453	2542	3057
454	2547	3051
455	2552	3045
456	2558	3039
457	2563	3033
458	2568	3027
459	2574	3022
460	2579	3016
461	2585	3010
462	2590	3004
463	2596	2999
464	2601	2993
465	2607	2987
466	2612	2981
467	2617	2975
468	2622	2969
469	2628	2963
470	2633	2957
471	2639	2952
472	2644	2946
473	2650	2940
474	2655	2935
475	2660	2929
476	2666	2923
477	2671	2917
478	2677	2911
479	2682	2906
480	2688	2900
481	2693	2894
482	2699	2889
483	2704	2883
484	2710	2877
485	2716	2872
486	2721	2866
487	2726	2860
488	2731	2854
489	2737	2848
490	2742	2843
491	2748	2837
492	2753	2831
493	2758	2825
494	2764	2819
495	2769	2814
496	2774	2808
497	2780	2802
498	2785	2796
499	2791	2791
500	2797	2785
501	2802	2780
502	2807	2774
503	2813	2768
504	2818	2762
505	2824	2757
506	2829	2751
507	2835	2746
508	2840	2740
509	2846	2734
510	2851	2729
511	2856	2723
512	2862	2717
513	2867	2711
514	2873	2705
515	2878	2699
516	2883	2693
517	2888	2687
518	2893	2682
519	2899	2676
520	2904	2670
521	2910	2664
522	2915	2659
523	2921	2653
524	2926	2647
525	2932	2642
526	2937	2636
527	2942	2630
528	2948	2624
529	2953	2619
530	2959	2613
531	2964	2608
532	2970	2602
533	2975	2596
534	2980	2590
535	2986	2584
536	2991	2579
537	2997	2573
538	3002	2568
539	3008	2562
540	3013	2556
541	3018	2550
542	3024	2545
543	3029	2539
544	3035	2533
545	3040	2528
546	3045	2522
547	3051	2516
548	3056	2511
549	3061	2505
550	3066	2499
551	3072	2493
552	3077	2487
553	3083	2482
554	3088	2476
555	3093	2470
556	3099	2464
557	3104	2459
558	3109	2453
559	3115	2447
560	3120	2442
561	3125	2436
562	3131	2430
563	3136	2424
564	3142	2419
565	3147	2413
566	3153	2407
567	3158	2401
568	3163	2396
569	3168	2390
570	3174	2384
571	3179	2379
572	3185	2373
573	3190	2368
574	3196	2362
575	3201	2356
576	3207	2351
577	3212	2345
578	3218	2339
579	3223	2334
580	3229	2328
581	3234	2323
582	3240	2318
583	3246	2312
584	3251	2306
585	3256	2301
586	3262	2295
587	3268	2290
588	3274	2284
589	3279	2278
590	3285	2273
591	3290	2267
592	3295	2262
593	3301	2256
594	3307	2251
595	3312	2245
596	3318	2239
597	3323	2234
598	3328	2228
599	3333	2222
600	3339	2216
601	3344	2210
602	3349	2205
603	3355	2199
604	3360	2193
605	3365	2188
606	3371	2182
607	3376	2177
608	3382	2171
609	3387	2165
610	3392	2160
611	3398	2154
612	3404	2149
613	3409	2143
614	3415	2138
615	3420	2132
616	3426	2127
617	3432	2121
618	3437	2116
619	3443	2110
620	3448	2104
621	3453	2098
622	3459	2093
623	3464	2087
624	3470	2082
625	3475	2076
626	3481	2070
627	3486	2065
628	3491	2059
629	3497	2053
630	3502	2048
631	3507	2042
632	3513	2036
633	3519	2031
634	3524	2025
635	3529	2020
636	3535	2014
637	3540	2008
638	3545	2003
639	3551	1997
640	3556	1992
641	3562	1986
642	3567	1980
643	3572	1974
644	3577	1969
645	3583	1963
646	3588	1957
647	3594	1952
648	3599	1946
649	3605	1941
650	3610	1935
651	3615	1929
652	3620	1924
653	3626	1918
654	3631	1912
655	3637	1907
656	3642	1901
657	3648	1896
658	3653	1890
659	3659	1885
660	3665	1879
661	3670	1874
662	3676	1868
663	3682	1863
664	3687	1857
665	3693	1852
666	3699	1846
667	3704	1841
668	3710	1835
669	3715	1830
670	3721	1824
671	3726	1819
672	3732	1813
673	3737	1807
674	3743	1802
675	3748	1796
676	3754	1791
677	3760	1785
678	3765	1780
679	3771	1774
680	3776	1769
681	3782	1763
682	3787	1758
683	3793	1752
684	3798	1746
685	3804	1741
686	3810	1736
687	3815	1730
688	3821	1724
689	3826	1719
690	3832	1713
691	3838	1708
692	3843	1702
693	3849	1697
694	3855	1691
695	3860	1686
696	3866	1680
697	3871	1675
698	3877	1669
699	3882	1664
700	3888	1658
701	3894	1653
702	3899	1647
703	3905	1641
704	3911	1636
705	3919	1632
706	3928	1628
707	3936	1623
708	3943	1618
709	3949	1613
710	3955	1607
711	3960	1602
712	3966	1596
713	3971	1590
714	3976	1585
715	3982	1579
716	3987	1573
717	3993	1568
718	3998	1562
719	4003	1557
720	4009	1551
721	4014	1545
722	4019	1540
723	4025	1534
724	4030	1528
725	4036	1523
726	4041	1517
727	4047	1512
728	4052	1506
729	4058	1500
730	4063	1495
731	4068	1489
732	4074	1484
733	4079	1478
734	4085	1472
735	4091	1467
736	4097	1462
737	4102	1456
738	4108	1450
739	4114	1445
740	4119	1439
741	4124	1434
742	4130	1428
743	4135	1423
744	4140	1417
745	4146	1411
746	4151	1406
747	4157	1400
748	4162	1395
749	4168	1389
750	4173	1383
751	4178	1378
752	4184	1372
753	4189	1367
754	4195	1361
755	4200	1355
756	4206	1350
757	4211	1344
758	4217	1339
759	4222	1333
760	4228	1328
761	4233	1322
762	4239	1317
763	4245	1311
764	4251	1305
765	4256	1300
766	4262	1294
767	4267	1289
768	4273	1283
769	4278	1278
770	4283	1272
771	4289	1266
772	4295	1261
773	4300	1255
774	4307	1250
775	4313	1245
776	4319	1239
777	4324	1234
778	4330	1228
779	4335	1222
780	4341	1217
781	4347	1211
782	4352	1206
783	4357	1200
784	4363	1195
785	4368	1189
786	4374	1183
787	4379	1178
788	4385	1172
789	4391	1167
790	4396	1161
791	4402	1156
792	4407	1150
793	4413	1145
794	4419	1139
795	4424	1133
796	4430	1128
797	4436	1123
798	4442	1117
799	4447	1111
800	4453	1106
801	4458	1100
802	4464	1095
803	4470	1089
804	4475	1084
805	4481	1078
806	4486	1072
807	4492	1067
808	4497	1061
809	4503	1056
810	4508	1050
811	4514	1045
812	4519	1039
813	4524	1033
814	4530	1028
815	4535	1022
816	4541	1017
817	4547	1011
818	4552	1006
819	4558	1000
820	4563	995
821	4569	989
822	4574	983
823	4579	978
824	4585	972
825	4590	966
826	4595	961
827	4601	955
828	4606	950
829	4611	944
830	4616	938
831	4622	933
832	4627	927
833	4632	922
834	4638	916
835	4643	911
836	4649	905
837	4654	899
838	4660	894
839	4665	888
840	4670	883
841	4676	877
842	4681	871
843	4687	866
844	4692	860
845	4697	855
846	4703	849
847	4709	844
848	4714	838
849	4719	832
850	4724	827
851	4729	821
852	4735	816
853	4741	810
854	4746	804
855	4752	799
856	4757	793
857	4763	788
858	4768	782
859	4774	777
860	4779	771
861	4785	766
862	4790	760
863	4796	754
864	4801	749
865	4806	743
866	4812	738
867	4818	732
868	4823	727
869	4828	721
870	4834	716
871	4840	710
872	4845	704
873	4851	699
874	4856	693
875	4862	688
876	4867	682
877	4872	677
878	4878	671
879	4883	665
880	4889	660
881	4894	654
882	4899	649
883	4905	643
884	4910	638
885	4915	632
886	4921	626
887	4926	621
888	4931	615
889	4937	610
890	4942	604
891	4947	599
892	4953	593
893	4958	587
894	4963	582
895	4969	576
896	4974	571
897	4979	565
898	4985	560
899	4990	554
900	4996	548
901	5001	543
902	5007	537
903	5013	532
904	5018	526
905	5023	521
906	5029	515
907	5034	510
908	5039	504
909	5045	498
910	5050	493
911	5056	487
912	5061	482
913	5067	476
914	5072	471
915	5078	465
916	5083	460
917	5088	454
918	5094	448
919	5099	443
920	5104	437
921	5109	432
922	5115	426
923	5121	421
924	5126	415
925	5131	410
926	5137	404
927	5142	398
928	5147	393
929	5152	387
930	5157	382
931	5163	376
932	5169	371
933	5174	365
934	5179	360
935	5185	354
936	5190	349
937	5196	343
938	5201	337
939	5206	332
940	5212	326
941	5217	321
942	5222	315
943	5228	310
944	5233	304
945	5239	299
946	5245	293
947	5250	288
948	5256	282
949	5261	276
950	5267	271
951	5272	265
952	5277	260
953	5283	254
954	5288	249
955	5293	243
956	5298	238
957	5304	232
958	5309	227
959	5315	221
960	5321	215
961	5326	210
962	5331	204
963	5336	199
964	5341	193
965	5347	188
966	5352	182
967	5357	177
968	5363	171
969	5368	166
970	5374	160
971	5379	154
972	5385	149
973	5390	143
974	5395	138
975	5401	132
976	5406	127
977	5412	121
978	5417	116
979	5422	110
980	5428	105
981	5433	99
982	5439	94
983	5444	88
984	5450	82
985	5455	77
986	5461	71
987	5466	66
988	5472	60
989	5477	55
990	5482	49
991	5487	44
992	5493	38
993	5499	33
994	5504	27
995	5510	22
996	5515	16
997	5521	11
998	5526	5
999	5531	0
